classic_metric,mapped_metric,confidence,score,method,reason,candidate_count,candidates,notes
"Containers: CPU usage, mCores",,low,78,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: containers, cpu",5,"[{""sort_index"": null, ""score"": 78, ""gen3_metric"": ""dt.containers.cpu.shares"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, cpu""}, {""sort_index"": null, ""score"": 77, ""gen3_metric"": ""dt.containers.cpu.usage_user_time"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, cpu, usage""}, {""sort_index"": null, ""score"": 76, ""gen3_metric"": ""dt.containers.cpu.logical_cores"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, cpu""}, {""sort_index"": null, ""score"": 74, ""gen3_metric"": ""dt.containers.cpu.usage_system_time"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, cpu, usage""}, {""sort_index"": null, ""score"": 64, ""gen3_metric"": ""dt.containers.cpu.throttled_time"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, cpu""}]",Low-confidence candidate retained for review but not selected as mapped_metric
"Containers: CPU user usage time, ns/min",,low,77,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: containers, cpu, time, usage, user",2,"[{""sort_index"": null, ""score"": 77, ""gen3_metric"": ""dt.containers.cpu.usage_user_time"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, cpu, time, usage, user""}, {""sort_index"": null, ""score"": 69, ""gen3_metric"": ""dt.containers.cpu.usage_system_time"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, cpu, time, usage""}]",Low-confidence candidate retained for review but not selected as mapped_metric
"Containers: CPU user usage, mCores",,low,71,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: containers, cpu",4,"[{""sort_index"": null, ""score"": 71, ""gen3_metric"": ""dt.containers.cpu.shares"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, cpu""}, {""sort_index"": null, ""score"": 71, ""gen3_metric"": ""dt.containers.cpu.usage_user_time"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, cpu, usage, user""}, {""sort_index"": null, ""score"": 69, ""gen3_metric"": ""dt.containers.cpu.usage_system_time"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, cpu, usage""}, {""sort_index"": null, ""score"": 67, ""gen3_metric"": ""dt.containers.cpu.logical_cores"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, cpu""}]",Low-confidence candidate retained for review but not selected as mapped_metric
"Containers: Memory - total physical memory, bytes",dt.containers.memory.physical_total_bytes,medium,83,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: bytes, containers, memory, physical, total",4,"[{""sort_index"": null, ""score"": 83, ""gen3_metric"": ""dt.containers.memory.physical_total_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: bytes, containers, memory, physical, total""}, {""sort_index"": null, ""score"": 70, ""gen3_metric"": ""dt.containers.memory.cache_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: bytes, containers, memory""}, {""sort_index"": null, ""score"": 67, ""gen3_metric"": ""dt.containers.memory.resident_set_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: bytes, containers, memory""}, {""sort_index"": null, ""score"": 65, ""gen3_metric"": ""dt.containers.memory.limit_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: bytes, containers, memory""}]",
"Containers: Memory cache, bytes",dt.containers.memory.cache_bytes,medium,86,suffix_or_prefix,Normalized Classic and Gen3 keys have suffix/prefix containment,4,"[{""sort_index"": null, ""score"": 86, ""gen3_metric"": ""dt.containers.memory.cache_bytes"", ""method"": ""suffix_or_prefix"", ""reason"": ""Normalized Classic and Gen3 keys have suffix/prefix containment""}, {""sort_index"": null, ""score"": 79, ""gen3_metric"": ""dt.containers.memory.limit_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: bytes, containers, memory""}, {""sort_index"": null, ""score"": 74, ""gen3_metric"": ""dt.containers.memory.physical_total_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: bytes, containers, memory""}, {""sort_index"": null, ""score"": 74, ""gen3_metric"": ""dt.containers.memory.resident_set_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: bytes, containers, memory""}]",
"Containers: Memory limit, % of physical memory",,low,70,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: containers, limit, memory",2,"[{""sort_index"": null, ""score"": 70, ""gen3_metric"": ""dt.containers.memory.limit_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, limit, memory""}, {""sort_index"": null, ""score"": 67, ""gen3_metric"": ""dt.containers.memory.physical_total_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, memory, physical""}]",Low-confidence candidate retained for review but not selected as mapped_metric
"Containers: Memory limit, bytes",dt.containers.memory.limit_bytes,medium,86,suffix_or_prefix,Normalized Classic and Gen3 keys have suffix/prefix containment,4,"[{""sort_index"": null, ""score"": 86, ""gen3_metric"": ""dt.containers.memory.limit_bytes"", ""method"": ""suffix_or_prefix"", ""reason"": ""Normalized Classic and Gen3 keys have suffix/prefix containment""}, {""sort_index"": null, ""score"": 79, ""gen3_metric"": ""dt.containers.memory.cache_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: bytes, containers, memory""}, {""sort_index"": null, ""score"": 76, ""gen3_metric"": ""dt.containers.memory.resident_set_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: bytes, containers, memory""}, {""sort_index"": null, ""score"": 74, ""gen3_metric"": ""dt.containers.memory.physical_total_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: bytes, containers, memory""}]",
"Containers: Memory usage, % of limit",,low,72,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: containers, limit, memory",4,"[{""sort_index"": null, ""score"": 72, ""gen3_metric"": ""dt.containers.memory.limit_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, limit, memory""}, {""sort_index"": null, ""score"": 69, ""gen3_metric"": ""dt.containers.memory.cache_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, memory""}, {""sort_index"": null, ""score"": 65, ""gen3_metric"": ""dt.containers.cpu.usage_user_time"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, usage""}, {""sort_index"": null, ""score"": 65, ""gen3_metric"": ""dt.containers.memory.resident_set_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, memory""}]",Low-confidence candidate retained for review but not selected as mapped_metric
"Containers: Memory usage, bytes",dt.containers.memory.cache_bytes,medium,85,pattern,"Pattern match from fetch_metric_series.csv; shared tokens: bytes, containers, memory",5,"[{""sort_index"": null, ""score"": 85, ""gen3_metric"": ""dt.containers.memory.cache_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: bytes, containers, memory""}, {""sort_index"": null, ""score"": 79, ""gen3_metric"": ""dt.containers.memory.limit_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: bytes, containers, memory""}, {""sort_index"": null, ""score"": 76, ""gen3_metric"": ""dt.containers.memory.resident_set_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: bytes, containers, memory""}, {""sort_index"": null, ""score"": 74, ""gen3_metric"": ""dt.containers.memory.physical_total_bytes"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: bytes, containers, memory""}, {""sort_index"": null, ""score"": 66, ""gen3_metric"": ""dt.containers.cpu.usage_system_time"", ""method"": ""pattern"", ""reason"": ""Pattern match from fetch_metric_series.csv; shared tokens: containers, usage""}]",
Count of AAA sessions that have timed out.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Count of HTTP connections that failed authorization.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Count of HTTP connections that succeeded authorization.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Count of all AAATM sessions.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Count of all SmartAccess AAA sessions.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"Count of all elements retrieved in the given timeframe. Elements are e.g., number of metrics for metric query, number of instances for instances query etc.",,none,0,unmapped,No current Gen3 candidate found,0,[],
Count of authentication failures.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Count of authentication successes.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Count of current AAATM sessions.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Count of current Basic ICA only connections.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Count of current Basic ICA only sessions.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Count of current SmartAccess AAA sessions.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Count of current SmartAccess ICA connections.,,none,0,unmapped,No current Gen3 candidate found,0,[],
"Count of elements that were successfully reported (sent) to the server by ActiveGate. Elements are e.g., number of metrics for metric query, number of instances for instances query etc.",,none,0,unmapped,No current Gen3 candidate found,0,[],
"Count of elements that were successfully retrieved from AWS, but failed later on (e.g., due to parsing errors). Elements are e.g., number of metrics for metric query, number of instances for instances query etc.",,none,0,unmapped,No current Gen3 candidate found,0,[],
Count of non HTTP connections that failed authorization.,,none,0,unmapped,No current Gen3 candidate found,0,[],
Count of non HTTP connections that succeeded authorization.,,none,0,unmapped,No current Gen3 candidate found,0,[],
